Date,Miner Revenue
2012-04-10,7304.12337
2012-04-11,7356.76317783
2012-04-12,7055.99264429
2012-04-13,6355.52846468
2012-04-14,6154.58348946
2012-04-15,6955.9034423
2012-04-16,5353.43233416
2012-04-17,7505.89421381
2012-04-18,6756.81279204
2012-04-19,6506.1545368
2012-04-20,7855.93884531
2012-04-21,7707.17345209
2012-04-22,7704.89529447
2012-04-23,7004.84142314
2012-04-24,6754.41499301
2012-04-25,6906.47879029
2012-04-26,6355.58132728
2012-04-27,7763.42492001
2012-04-28,6755.76731988
2012-04-29,7607.08320845
2012-04-30,8953.94050767
2012-05-01,8955.03599379
2012-05-02,8507.12012572
2012-05-03,7506.99131507
2012-05-04,7860.84808946
2012-05-05,8060.74153325
2012-05-06,8357.6991075
2012-05-07,8207.40766949
2012-05-08,8514.14263953
2012-05-09,8812.54121044
2012-05-10,8313.45139824
2012-05-11,6459.85749399
2012-05-12,7161.03041115
2012-05-13,6411.06074525
2012-05-14,7012.39102246
2012-05-15,6977.53764834
2012-05-16,6521.38313663
2012-05-17,6061.94144966
2012-05-18,5811.99180891
2012-05-19,7267.07444124
2012-05-20,7482.76241802
2012-05-21,6918.77358342
2012-05-22,6319.64773127
2012-05-23,5763.11842586
2012-05-24,6518.77804751
2012-05-25,6269.52089438
2012-05-26,6069.88506227
2012-05-27,7114.63448884
2012-05-28,7967.70745233
2012-05-29,7120.51797152
2012-05-30,6316.21927198
2012-05-31,6569.02821557
2012-06-01,6912.1161877
2012-06-02,7616.24747818
2012-06-03,8007.31139457
2012-06-04,7669.88605408
2012-06-05,7778.81483827
2012-06-06,7379.13484502
2012-06-07,7662.24489512
2012-06-08,6971.46360519
2012-06-09,7066.44479223
2012-06-10,8573.09301736
2012-06-11,8324.40282552
2012-06-12,7018.50633074
2012-06-13,7812.15913868
2012-06-14,7536.91868537
2012-06-15,7838.83275792
2012-06-16,7984.02598644
2012-06-17,7827.68891436
2012-06-18,8226.11005866
2012-06-19,8777.1834845
2012-06-20,7375.75942857
2012-06-21,7272.09237475
2012-06-22,6831.87983747
2012-06-23,6919.35979214
2012-06-24,8217.86018059
2012-06-25,6564.50383007
2012-06-26,7716.30148294
2012-06-27,7468.33150654
2012-06-28,8167.84127969
2012-06-29,6866.19879355
2012-06-30,7311.97685192
2012-07-01,6613.57610179
2012-07-02,7110.17623021
2012-07-03,7618.77382788
2012-07-04,8011.21067663
2012-07-05,7513.36563737
2012-07-06,7213.26742361
2012-07-07,7766.72831956
2012-07-08,8342.45933951
2012-07-09,7661.53840787
2012-07-10,8165.84199395
2012-07-11,7524.02899521
2012-07-12,6719.11498785
2012-07-13,7513.33523457
2012-07-14,8164.54737377
2012-07-15,8066.00115276
2012-07-16,7017.04197676
2012-07-17,7521.0388152
2012-07-18,8620.14386431
2012-07-19,7776.79497112
2012-07-20,6777.38711001
2012-07-21,7429.95166138
2012-07-22,7070.16994583
2012-07-23,7771.87691919
2012-07-24,7067.83555375
2012-07-25,8066.57956177
2012-07-26,8014.3711866
2012-07-27,8468.04612605
2012-07-28,8917.60561154
2012-07-29,7670.56474291
2012-07-30,8318.04512615
2012-07-31,8820.19150021
2012-08-01,6522.28333697
2012-08-02,6719.5147902
2012-08-03,8269.04975238
2012-08-04,8124.46891133
2012-08-05,7816.8896588
2012-08-06,6975.77500845
2012-08-07,7025.09307551
2012-08-08,8218.55619163
2012-08-09,8352.14216011
2012-08-10,8547.63071396
2012-08-11,7814.95339143
2012-08-12,8418.68458718
2012-08-13,7967.73295486
2012-08-14,8025.45399296
2012-08-15,7871.77997035
2012-08-16,8383.10024996
2012-08-17,7729.37647926
2012-08-18,6929.93836575
2012-08-19,7567.65665241
2012-08-20,9121.7672384
2012-08-21,8727.38081026
2012-08-22,8675.94534541
2012-08-23,7821.67531603
2012-08-24,8270.75513789
2012-08-25,7419.71177945
2012-08-26,6923.30520655
2012-08-27,8970.59804106
2012-08-28,7279.09567864
2012-08-29,7574.95920596
2012-08-30,8424.10615423
2012-08-31,7729.39862691
2012-09-01,7030.95710991
2012-09-02,8085.54640183
2012-09-03,8229.37270497
2012-09-04,7884.88332896
2012-09-05,7678.55961977
2012-09-06,9026.29719468
2012-09-07,8575.56302948
2012-09-08,8420.08905069
2012-09-09,7272.67292948
2012-09-10,7972.34170504
2012-09-11,7523.47180457
2012-09-12,7281.3262153
2012-09-13,7770.01591829
2012-09-14,6519.47134289
2012-09-15,8120.32484086
2012-09-16,7214.98696057
2012-09-17,8064.23337851
2012-09-18,8414.90327874
2012-09-19,8372.02736234
2012-09-20,7071.44313874
2012-09-21,7619.10584106
2012-09-22,8478.13668865
2012-09-23,7865.45268456
2012-09-24,7918.03152252
2012-09-25,7678.12581884
2012-09-26,6965.53276865
2012-09-27,7018.74204538
2012-09-28,8065.85641623
2012-09-29,7960.22372978
2012-09-30,8413.88599091
2012-10-01,7961.43792249
2012-10-02,6566.80322261
2012-10-03,7330.15118834
2012-10-04,6668.90474388
2012-10-05,6681.81592391
2012-10-06,6826.62560753
2012-10-07,7773.25548033
2012-10-08,6275.86566422
2012-10-09,8927.54751495
2012-10-10,7125.67084878
2012-10-11,7473.60324049
2012-10-12,6921.95693288
2012-10-13,7470.27412233
2012-10-14,7421.28081471
2012-10-15,6367.3422473
2012-10-16,8471.85791219
2012-10-17,7774.26268878
2012-10-18,7167.20414316
2012-10-19,7867.29912619
2012-10-20,6765.57217335
2012-10-21,7917.81879693
2012-10-22,8074.65739432
2012-10-23,7875.50257758
2012-10-24,6520.58354581
2012-10-25,8121.73211868
2012-10-26,7166.10295952
2012-10-27,8268.37824264
2012-10-28,8762.42304022
2012-10-29,8313.00798283
2012-10-30,7917.73922066
2012-10-31,7173.8121728
2012-11-01,7222.21463987
2012-11-02,6870.83413069
2012-11-03,7176.57796732
2012-11-04,7319.27774378
2012-11-05,7869.23439991
2012-11-06,8025.87876925
2012-11-07,6776.32754853
2012-11-08,7878.76957784
2012-11-09,7724.75202425
2012-11-10,7619.56769636
2012-11-11,7221.32544518
2012-11-12,7367.46573933
2012-11-13,6617.98549855
2012-11-14,7019.99820139
2012-11-15,7174.17487517
2012-11-16,6831.40301596
2012-11-17,7282.30814903
2012-11-18,7024.7750751
2012-11-19,7328.18955073
2012-11-20,7327.1608824
2012-11-21,7379.11535701
2012-11-22,7630.01928241
2012-11-23,7222.45682558
2012-11-24,8176.15080117
2012-11-25,7571.60232396
2012-11-26,7328.86487089
2012-11-27,7877.74850354
2012-11-28,7481.55566754
2012-11-29,7044.06351997
2012-11-30,4178.94217716
2012-12-01,3148.38422327
2012-12-02,4200.66783725
2012-12-03,3590.06998715
2012-12-04,3693.72163763
2012-12-05,2829.0590131
2012-12-06,3077.17868085
2012-12-07,3455.19200743
2012-12-08,3249.80215993
2012-12-09,3475.08685742
2012-12-10,3174.46799612
2012-12-11,3606.20253005
2012-12-12,3631.67359447
2012-12-13,3278.90337725
2012-12-14,3319.15824963
2012-12-15,2681.79209322
2012-12-16,2925.2725217
2012-12-17,2803.24163694
2012-12-18,3383.08386544
2012-12-19,3164.59643479
2012-12-20,3586.14685195
2012-12-21,2680.25463723
2012-12-22,3187.01041576
2012-12-23,3865.03946676
2012-12-24,3082.4838116
2012-12-25,3327.25177271
2012-12-26,3124.61814169
2012-12-27,3878.58688185
2012-12-28,3937.0100833
2012-12-29,4262.35771705
2012-12-30,3630.38405095
2012-12-31,4183.26700695
2013-01-01,3974.89325647
2013-01-02,4076.42376903
2013-01-03,3855.93519818
2013-01-04,4088.70679886
2013-01-05,3862.67375777
2013-01-06,3556.54434353
2013-01-07,3659.94996678
2013-01-08,4236.20001156
2013-01-09,3357.63492001
2013-01-10,3282.39103401
2013-01-11,3829.12193914
2013-01-12,2968.05836681
2013-01-13,3086.01405762
2013-01-14,3364.6831723
2013-01-15,3959.57027957
2013-01-16,3058.75177412
2013-01-17,3315.21039606
2013-01-18,2813.74714515
2013-01-19,3062.41466447
2013-01-20,3913.88050233
2013-01-21,3282.03211812
2013-01-22,3329.99149559
2013-01-23,3634.43530577
2013-01-24,3193.07289575
2013-01-25,3943.80512003
2013-01-26,3467.08622228
2013-01-27,3948.2387802
2013-01-28,3821.43325331
2013-01-29,3719.14784447
2013-01-30,3998.68485259
2013-01-31,3859.45939742
2013-02-01,4873.81008255
2013-02-02,3726.22712069
2013-02-03,3899.03715518
2013-02-04,4701.56225775
2013-02-05,4145.68202261
2013-02-06,4217.80504652
2013-02-07,3681.69890605
2013-02-08,3900.22763577
2013-02-09,3823.26806858
2013-02-10,3620.16695065
2013-02-11,4070.19692248
2013-02-12,4024.45704692
2013-02-13,3523.28201187
2013-02-14,4330.85852866
2013-02-15,3818.67348617
2013-02-16,4531.34619755
2013-02-17,4777.7290266
2013-02-18,4745.82562287
2013-02-19,4070.3474967
2013-02-20,4020.23339219
2013-02-21,4875.68739741
2013-02-22,4451.69370374
2013-02-23,4303.37768603
2013-02-24,4147.84284306
2013-02-25,3944.55664149
2013-02-26,5192.82924299
2013-02-27,4181.0681802
2013-02-28,4882.56402151
2013-03-01,4258.06185975
2013-03-02,3868.3365526
2013-03-03,3675.80538993
2013-03-04,4069.14153536
2013-03-05,4530.42574866
2013-03-06,3525.98232384
2013-03-07,4032.5267629
2013-03-08,4062.42335274
2013-03-09,4047.27524359
2013-03-10,4277.02364054
2013-03-11,4635.72407507
2013-03-12,4163.03792027
2013-03-13,3429.18517107
2013-03-14,3977.57759933
2013-03-15,4527.89538066
2013-03-16,4365.37504319
2013-03-17,4405.91389396
2013-03-18,5256.45316378
2013-03-19,4787.80456558
2013-03-20,4301.6648759
2013-03-21,5312.05124874
2013-03-22,5500.75948984
2013-03-23,5792.76660558
2013-03-24,5477.15188495
2013-03-25,4766.50243556
2013-03-26,3643.03076237
2013-03-27,3821.08546357
2013-03-28,3359.46679527
2013-03-29,4611.75630756
2013-03-30,4410.15061797
2013-03-31,4390.68068892
2013-04-01,4270.1298765
2013-04-02,4993.20657574
2013-04-03,4585.78069591
2013-04-04,4452.24324103
2013-04-05,3920.15920601
2013-04-06,4006.76966771
2013-04-07,4114.04945823
2013-04-08,4153.93397087
2013-04-09,3921.54753396
2013-04-10,4449.8737411
2013-04-11,4839.84173132
2013-04-12,4062.45818796
2013-04-13,4381.61074926
2013-04-14,4215.10851757
2013-04-15,3879.02738886
2013-04-16,4173.59302348
2013-04-17,4478.358051
2013-04-18,4355.11170761
2013-04-19,3718.95374873
2013-04-20,3479.54225521
2013-04-21,3895.30722922
2013-04-22,4433.0473022
2013-04-23,3871.35520241
2013-04-24,4261.81060149
2013-04-25,4112.84288006
2013-04-26,4359.53844976
2013-04-27,4315.69633585
2013-04-28,3713.35559427
2013-04-29,4458.69740318
2013-04-30,4395.74651878
2013-05-01,3770.02852711
2013-05-02,3824.64354681
2013-05-03,3394.41725738
2013-05-04,3469.9663268
2013-05-05,4022.61758938
2013-05-06,4169.07806165
2013-05-07,4193.56500799
2013-05-08,4247.11792737
2013-05-09,4177.659314
2013-05-10,4165.72487202
2013-05-11,4368.8768857
2013-05-12,4607.55085644
2013-05-13,4256.10096802
2013-05-14,4407.91616267
2013-05-15,3908.05830927
2013-05-16,3584.65456741
2013-05-17,3777.39508146
2013-05-18,4080.82094297
2013-05-19,3764.60476074
2013-05-20,3946.77357992
2013-05-21,3268.45882979
2013-05-22,3821.51709746
2013-05-23,3949.84306615
2013-05-24,4406.29797076
2013-05-25,4273.21816961
2013-05-26,4172.07008585
2013-05-27,4106.65298367
2013-05-28,4449.35962857
2013-05-29,4005.69948086
2013-05-30,4251.4040403
2013-05-31,4522.14595232
2013-06-01,4419.96405961
2013-06-02,5365.88604223
2013-06-03,5023.95495464
2013-06-04,5384.49013203
2013-06-05,5378.29072787
2013-06-06,4660.83127158
2013-06-07,4565.94894235
2013-06-08,4068.79028868
2013-06-09,4567.01691456
2013-06-10,4010.36396119
2013-06-11,4385.7347611
2013-06-12,4546.25426575
2013-06-13,5117.72382403
2013-06-14,4691.05659069
2013-06-15,4535.74903648
2013-06-16,4358.08841937
2013-06-17,4656.54727075
2013-06-18,3662.47144519
2013-06-19,3537.99589755
2013-06-20,3436.58315831
2013-06-21,3922.3927853
2013-06-22,4240.54066326
2013-06-23,4456.09125162
2013-06-24,4157.37426524
2013-06-25,3789.37157997
2013-06-26,3958.74721753
2013-06-27,4391.20273964
2013-06-28,4204.81463528
2013-06-29,4273.3056901
2013-06-30,4249.44644698
2013-07-01,3854.37038541
2013-07-02,3948.20248246
2013-07-03,3860.65839413
2013-07-04,4627.94577967
2013-07-05,4148.49154981
2013-07-06,4682.2621501
2013-07-07,4704.60211278
2013-07-08,4668.65165049
2013-07-09,4832.81689597
2013-07-10,4659.73831209
2013-07-11,4901.64620192
2013-07-12,4385.41780882
2013-07-13,3881.42367124
2013-07-14,3958.10948476
2013-07-15,4322.3370959
2013-07-16,4122.79240231
2013-07-17,4136.49937072
2013-07-18,4632.88299626
2013-07-19,4062.37152233
2013-07-20,4296.10564739
2013-07-21,4673.32369245
2013-07-22,4999.26855621
2013-07-23,4157.82874431
2013-07-24,3554.73592244
2013-07-25,4002.8856613
2013-07-26,3682.9440547
2013-07-27,4120.54078284
2013-07-28,4556.77692988
2013-07-29,4226.10463175
2013-07-30,4478.33817537
2013-07-31,4963.70996249
2013-08-01,4798.73931895
2013-08-02,4463.05729606
2013-08-03,4829.43916064
2013-08-04,4275.88098585
2013-08-05,4507.06588238
2013-08-06,4752.38146121
2013-08-07,4791.90638143
2013-08-08,4681.75098121
2013-08-09,5173.60243808
2013-08-10,4919.43261998
2013-08-11,5278.9789151
2013-08-12,5433.1150353
2013-08-13,5425.24317743
2013-08-14,4605.38184439
2013-08-15,4243.99433559
2013-08-16,4312.7033247
2013-08-17,4246.96995575
2013-08-18,4779.96590076
2013-08-19,4895.97163672
2013-08-20,4473.00267637
2013-08-21,4783.93227878
2013-08-22,4932.9347733
2013-08-23,5438.15017002
2013-08-24,4933.87077615
2013-08-25,4602.72908804
2013-08-26,3805.62721647
2013-08-27,4190.43258518
2013-08-28,4264.73187777
2013-08-29,4711.15057534
2013-08-30,4752.57765632
2013-08-31,5168.04608396
2013-09-01,5606.03442057
2013-09-02,5550.02510912
2013-09-03,5422.82464434
2013-09-04,4881.39171696
2013-09-05,4101.38230207
2013-09-06,4507.98819459
2013-09-07,4659.26131377
2013-09-08,3648.74035028
2013-09-09,3950.97522831
2013-09-10,5105.72182821
2013-09-11,4800.30003626
2013-09-12,5022.32762493
2013-09-13,5355.93057613
2013-09-14,5121.09777554
2013-09-15,5469.58750727
2013-09-16,4552.85439459
2013-09-17,3891.783928
2013-09-18,4779.97837036
2013-09-19,4232.16384658
2013-09-20,4839.68561591
2013-09-21,5026.33245668
2013-09-22,4751.80048419
2013-09-23,5101.64356064
2013-09-24,5289.46670559
2013-09-25,5330.52040903
2013-09-26,5181.76476312
2013-09-27,4076.7165381
2013-09-28,4532.49434415
2013-09-29,4451.22364482
2013-09-30,4275.45113547
2013-10-01,4100.72898641
2013-10-02,4714.65933605
2013-10-03,4814.35322586
2013-10-04,5011.84804529
2013-10-05,4524.44977202
2013-10-06,5501.02387199
2013-10-07,4646.53176635
2013-10-08,3932.84825029
2013-10-09,4066.76233569
2013-10-10,4481.1364615
2013-10-11,4830.60105032
2013-10-12,4647.64546907
2013-10-13,5382.24905726
2013-10-14,5555.49547155
2013-10-15,6283.0166162
2013-10-16,6538.83467124
2013-10-17,5296.88056297
2013-10-18,4212.09597769
2013-10-19,4837.89805654
2013-10-20,5612.2442253
2013-10-21,5002.7878961
2013-10-22,5312.55192847
2013-10-23,6166.72945351
2013-10-24,5570.871002
2013-10-25,5425.54905043
2013-10-26,5926.07676703
2013-10-27,4585.29520793
2013-10-28,4532.90301465
2013-10-29,4406.11585898
2013-10-30,4034.51990081
2013-10-31,4905.0828205
2013-11-01,5304.38133725
2013-11-02,5234.80799086
2013-11-03,5073.83709114
2013-11-04,4840.51134461
2013-11-05,4927.23327625
2013-11-06,4397.42354324
2013-11-07,4221.22940022
2013-11-08,3727.7294156
2013-11-09,3457.34096061
2013-11-10,3756.08627856
2013-11-11,4320.29771513
2013-11-12,4737.00380009
2013-11-13,5047.58556337
2013-11-14,4223.4414339
2013-11-15,4598.0863762
2013-11-16,4167.00628728
2013-11-17,4864.14191182
2013-11-18,4667.81856788
2013-11-19,3929.20302883
2013-11-20,4054.42445949
2013-11-21,4124.87451313
2013-11-22,3777.05651416
2013-11-23,4323.24979026
2013-11-24,4270.59439756
2013-11-25,4217.45151767
2013-11-26,4344.54142156
2013-11-27,4001.35412352
2013-11-28,4354.76760628
2013-11-29,4555.78076553
2013-11-30,4350.94793907
2013-12-01,4420.19106657
2013-12-02,4893.73813606
2013-12-03,3996.38438515
2013-12-04,5020.10181662
2013-12-05,4296.10152588
2013-12-06,4272.81446769
2013-12-07,5218.78429566
2013-12-08,4912.03590351
2013-12-09,4886.51679325
2013-12-10,4417.0779677
2013-12-11,4817.89348547
2013-12-12,4142.46704365
2013-12-13,4088.85625154
2013-12-14,4365.39668774
2013-12-15,4962.21548147
2013-12-16,4436.65009322
2013-12-17,5040.81227774
2013-12-18,5089.93766678
2013-12-19,4993.68442803
2013-12-20,5666.46884536
2013-12-21,4466.76918446
2013-12-22,4037.17276687
2013-12-23,4236.3884412
2013-12-24,4287.02926547
2013-12-25,4237.12616316
2013-12-26,4062.11688495
2013-12-27,4513.56359012
2013-12-28,4612.55079776
2013-12-29,3761.43588033
2013-12-30,4214.39304689
2013-12-31,4336.69236497
2014-01-01,4611.01736155
2014-01-02,5134.23071257
2014-01-03,3363.99736238
2014-01-04,4038.93784436
2014-01-05,3537.22066995
2014-01-06,4838.71199145
2014-01-07,4679.78934843
2014-01-08,4440.51390022
2014-01-09,4838.94318173
2014-01-10,5187.87498495
2014-01-11,4687.58071048
2014-01-12,5262.41041555
2014-01-13,5186.56905543
2014-01-14,4237.26104653
2014-01-15,4065.76113788
2014-01-16,4617.25795822
2014-01-17,4637.98211447
2014-01-18,3814.82703195
2014-01-19,4363.19663225
2014-01-20,4235.67819172
2014-01-21,4890.54030631
2014-01-22,4165.58238952
2014-01-23,4814.73238024
2014-01-24,4441.59643957
2014-01-25,4740.5422983
2014-01-26,4136.69380082
2014-01-27,3811.63306914
2014-01-28,4363.48469151
2014-01-29,3864.27281971
2014-01-30,3813.2910006
2014-01-31,4413.3333935
2014-02-01,4614.1843979
2014-02-02,4736.66972076
2014-02-03,4660.49520155
2014-02-04,4537.45498529
2014-02-05,4314.02531209
2014-02-06,4213.82920147
2014-02-07,4564.9625267
2014-02-08,3890.64997603
2014-02-09,4562.04614909
2014-02-10,3460.75347261
2014-02-11,3913.00925185
2014-02-12,4113.14004625
2014-02-13,4465.81237454
2014-02-14,4464.38337588
2014-02-15,4792.06818514
2014-02-16,4687.40802876
2014-02-17,4887.23026731
2014-02-18,3897.86025684
2014-02-19,4088.05530826
2014-02-20,5014.98459531
2014-02-21,4439.38397198
2014-02-22,3814.1107441
2014-02-23,4512.10609628
2014-02-24,4211.961726
2014-02-25,4790.40597851
2014-02-26,4042.59133457
2014-02-27,4614.77961088
2014-02-28,4714.68596157
2014-03-01,4541.79261205
2014-03-02,3612.13571844
2014-03-03,3511.05133454
2014-03-04,3717.30770071
2014-03-05,3742.10230187
2014-03-06,3914.43840966
2014-03-07,4339.3772855
2014-03-08,4163.95370614
2014-03-09,4211.58315791
2014-03-10,4487.18432022
2014-03-11,3741.40539825
2014-03-12,4215.50713128
2014-03-13,4566.44957496
2014-03-14,4064.75387595
2014-03-15,3338.38452791
2014-03-16,4135.95668217
2014-03-17,4287.48258536
2014-03-18,4037.88207515
2014-03-19,3659.96117055
2014-03-20,4013.31135881
2014-03-21,4439.23946212
2014-03-22,4664.06589383
2014-03-23,4267.84621932
2014-03-24,5361.30486757
2014-03-25,4712.56148514
2014-03-26,3939.78010341
2014-03-27,3990.07958081
2014-03-28,4339.03211189
2014-03-29,4361.83330298
2014-03-30,4385.04636588
2014-03-31,3510.59980667
2014-04-01,4512.78271108
2014-04-02,4287.44114174
2014-04-03,4937.98500184
2014-04-04,5113.69518395
2014-04-05,4888.44329302
2014-04-06,4285.99179199
2014-04-07,3785.54407411
2014-04-08,3789.34759099
2014-04-09,3364.64647701
2014-04-10,4045.16840701
2014-04-11,3889.62863668
2014-04-12,4238.62430653
2014-04-13,4034.12566201
2014-04-14,4685.21770663
2014-04-15,4840.35093555
2014-04-16,4566.78976013
2014-04-17,3989.09259016
2014-04-18,4240.22639041
2014-04-19,4012.03683424
2014-04-20,3987.55920125
2014-04-21,4460.72734539
2014-04-22,4287.9543641
2014-04-23,3865.9478442
2014-04-24,4138.8605805
2014-04-25,3789.57649961
2014-04-26,4563.80850993
2014-04-27,4083.90624969
2014-04-28,4436.79903084
2014-04-29,3812.91264939
2014-04-30,4287.51455899
2014-05-01,3438.10079675
2014-05-02,4410.82073553
2014-05-03,4037.10729467
2014-05-04,3560.10561378
2014-05-05,3785.34145858
2014-05-06,3138.10147244
2014-05-07,4864.75608815
2014-05-08,3988.69391982
2014-05-09,4188.45103596
2014-05-10,4265.67764821
2014-05-11,4485.0208234
2014-05-12,3809.93399018
2014-05-13,4113.91050028
2014-05-14,4062.13564818
2014-05-15,3762.01383616
2014-05-16,4312.89668685
2014-05-17,4511.59397106
2014-05-18,4334.3796086
2014-05-19,4308.98159656
2014-05-20,4211.01320317
2014-05-21,4438.41766529
2014-05-22,4388.00665803
2014-05-23,4312.65531062
2014-05-24,4138.03623779
2014-05-25,3860.98420875
2014-05-26,4035.22026124
2014-05-27,3962.28729007
2014-05-28,3412.42826454
2014-05-29,4238.99930021
2014-05-30,3536.66892077
2014-05-31,4186.79853674
2014-06-01,3684.40515595
2014-06-02,4385.90312281
2014-06-03,4836.82661054
2014-06-04,4463.20647766
2014-06-05,4537.30727825
2014-06-06,3812.1615177
2014-06-07,3485.764087
2014-06-08,3884.09339088
2014-06-09,3408.61778129
2014-06-10,3910.8608585
2014-06-11,4186.9751302
2014-06-12,3661.18863738
2014-06-13,4312.73716064
2014-06-14,4086.61794928
2014-06-15,4459.09514956
2014-06-16,4759.70837958
2014-06-17,4711.93240244
2014-06-18,4611.95860024
2014-06-19,3962.78271095
2014-06-20,4186.74113797
2014-06-21,4660.7624985
2014-06-22,4659.14470063
2014-06-23,4509.14202487
2014-06-24,4411.33256096
2014-06-25,4710.9860565
2014-06-26,4687.30790257
2014-06-27,4285.10366578
2014-06-28,4935.67664091
2014-06-29,4559.34513432
2014-06-30,3933.93020091
2014-07-01,3311.87985972
2014-07-02,3338.1681984
2014-07-03,3437.61848038
2014-07-04,3485.77515105
2014-07-05,4160.31852456
2014-07-06,3808.04536289
2014-07-07,3559.29735673
2014-07-08,3761.51659533
2014-07-09,3762.08565701
2014-07-10,4161.92583516
2014-07-11,3735.91249194
2014-07-12,3910.83844878
2014-07-13,3933.76110833
2014-07-14,4009.34367576
2014-07-15,3386.9874094
2014-07-16,3987.37117878
2014-07-17,3612.70639483
2014-07-18,4311.70440174
2014-07-19,4311.93230446
2014-07-20,4435.17517104
2014-07-21,3884.2454258
2014-07-22,3885.48282137
2014-07-23,3561.81677055
2014-07-24,3660.83940785
2014-07-25,3585.64280072
2014-07-26,4085.57399142
2014-07-27,3358.6751365
2014-07-28,3833.87012098
2014-07-29,3760.40923927
2014-07-30,3735.79903281
2014-07-31,4310.74474618
2014-08-01,3861.15814831
2014-08-02,3935.47439382
2014-08-03,4083.54394338
2014-08-04,3858.72959644
2014-08-05,3211.06974336
2014-08-06,3387.43515778
2014-08-07,4112.63340515
2014-08-08,4010.9295697
2014-08-09,3961.0942202
2014-08-10,4559.42100546
2014-08-11,4435.07841244
2014-08-12,4561.82082046
2014-08-13,4362.8358524
2014-08-14,3637.32946741
2014-08-15,4512.53324892
2014-08-16,4137.41232189
2014-08-17,3962.30871244
2014-08-18,4287.37651806
2014-08-19,4961.7154226
2014-08-20,4662.83558331
2014-08-21,4236.87020549
2014-08-22,4136.41675549
2014-08-23,3935.7530745
2014-08-24,4058.68056044
2014-08-25,3663.3624694
2014-08-26,3437.19192608
2014-08-27,4336.55224928
2014-08-28,4236.66349514
2014-08-29,4335.36404959
2014-08-30,4260.28089987
2014-08-31,4559.15537219
2014-09-01,4709.04186582
2014-09-02,3410.78462369
2014-09-03,3686.81823902
2014-09-04,4235.80130356
2014-09-05,3961.3135362
2014-09-06,3636.40646907
2014-09-07,4493.84805354
2014-09-08,3885.12912975
2014-09-09,3612.41075614
2014-09-10,3664.43880809
2014-09-11,3937.68042071
2014-09-12,4259.92569749
2014-09-13,3860.57516311
2014-09-14,4534.42337938
2014-09-15,3961.37381374
2014-09-16,3962.11120752
2014-09-17,4289.71636617
2014-09-18,4662.04040423
2014-09-19,4487.21500494
2014-09-20,4285.81949325
2014-09-21,4410.30374396
2014-09-22,4134.12513279
2014-09-23,4186.78035221
2014-09-24,3762.69524397
2014-09-25,3912.4793842
2014-09-26,4313.20874596
2014-09-27,3397.85534992
2014-09-28,3360.19035228
2014-09-29,3260.98095539
2014-09-30,3437.35313873
2014-10-01,3837.01025697
2014-10-02,3888.01467336
2014-10-03,3461.41275393
2014-10-04,3662.10668392
2014-10-05,3862.43856898
2014-10-06,4236.79831005
2014-10-07,4037.96602005
2014-10-08,3362.95992317
2014-10-09,3612.52996702
2014-10-10,3713.93455865
2014-10-11,3887.78632175
2014-10-12,3610.40855719
2014-10-13,3711.36361449
2014-10-14,3887.97867447
2014-10-15,3313.67518516
2014-10-16,3787.21323632
2014-10-17,3712.1618511
2014-10-18,3561.30672073
2014-10-19,4110.41520998
2014-10-20,3335.89741535
2014-10-21,3437.9705687
2014-10-22,3837.82887487
2014-10-23,3987.59181827
2014-10-24,3787.77735705
2014-10-25,3987.91773007
2014-10-26,3885.51471173
2014-10-27,3136.27229481
2014-10-28,3988.69116336
2014-10-29,3463.38882665
2014-10-30,3889.40269903
2014-10-31,4263.7175347
2014-11-01,4712.75601745
2014-11-02,3987.56801876
2014-11-03,3887.60153769
2014-11-04,4241.55354183
2014-11-05,4063.9867993
2014-11-06,3463.40476919
2014-11-07,3863.88055525
2014-11-08,3763.43627119
2014-11-09,3836.0808472
2014-11-10,3765.22246314
2014-11-11,3688.61210826
2014-11-12,3238.19425748
2014-11-13,3690.4036244
2014-11-14,3639.06879253
2014-11-15,3863.02026084
2014-11-16,3511.06059561
2014-11-17,3762.99233136
2014-11-18,3613.69669185
2014-11-19,3863.08974611
2014-11-20,3539.00438019
2014-11-21,3462.63821984
2014-11-22,3187.46442757
2014-11-23,3861.07895741
2014-11-24,3562.13866936
2014-11-25,3688.11267274
2014-11-26,3311.75013422
2014-11-27,3437.48660385
2014-11-28,3536.88325113
2014-11-29,3711.54448536
2014-11-30,3936.20697919
2014-12-01,4013.00332879
2014-12-02,3264.13945948
2014-12-03,3764.17948175
2014-12-04,2913.44282229
2014-12-05,3664.79137255
2014-12-06,3912.36044409
2014-12-07,3435.97776023
2014-12-08,3160.95975649
2014-12-09,4090.72968592
2014-12-10,3562.78669992
2014-12-11,3587.53369367
2014-12-12,3711.95133097
2014-12-13,3536.34793667
2014-12-14,3660.2099923
2014-12-15,3537.45952676
2014-12-16,3539.49216224
2014-12-17,3589.7606841
2014-12-18,3215.06836257
2014-12-19,3238.68950064
2014-12-20,3439.73435045
2014-12-21,3362.05550894
2014-12-22,3311.42406874
2014-12-23,4114.10383881
2014-12-24,3764.2600858
2014-12-25,3835.78322904
2014-12-26,3959.30466678
2014-12-27,3819.68189244
2014-12-28,3817.12967516
2014-12-29,4236.91773665
2014-12-30,4115.84402414
2014-12-31,3887.52982725
2015-01-01,3811.19807656
2015-01-02,4133.19708968
2015-01-03,4137.33977385
