Date,Miner Revenue
2015-01-04,4061.68691488
2015-01-05,4321.57327749
2015-01-06,3915.99976518
2015-01-07,3963.0111396
2015-01-08,3513.31170565
2015-01-09,3691.02188773
2015-01-10,3515.13320827
2015-01-11,3690.4105739
2015-01-12,3888.18200571
2015-01-13,3583.11612285
2015-01-14,3190.11597283
2015-01-15,3640.62269978
2015-01-16,3792.11757064
2015-01-17,3489.57208331
2015-01-18,3463.14946231
2015-01-19,3838.91845739
2015-01-20,3614.46383358
2015-01-21,2964.63209011
2015-01-22,3737.81696748
2015-01-23,3388.72463626
2015-01-24,3113.94772383
2015-01-25,3161.14573254
2015-01-26,3138.24394967
2015-01-27,3191.0199841
2015-01-28,3738.98880719
2015-01-29,4111.59524688
2015-01-30,4112.50188755
2015-01-31,3460.99797737
2015-02-01,4162.57748445
2015-02-02,3886.12675333
2015-02-03,3987.66267626
2015-02-04,3188.03209706
2015-02-05,3987.32242544
2015-02-06,3987.24651138
2015-02-07,4436.59509943
2015-02-08,3986.80071189
2015-02-09,3311.85052659
2015-02-10,4039.96304105
2015-02-11,3614.18685974
2015-02-12,3964.68754513
2015-02-13,2987.66188486
2015-02-14,3667.57319217
2015-02-15,4015.32120238
2015-02-16,3513.35316022
2015-02-17,3940.15115571
2015-02-18,3741.14348698
2015-02-19,4189.69517531
2015-02-20,4163.50763762
2015-02-21,3965.21578848
2015-02-22,3562.98177024
2015-02-23,3787.41192904
2015-02-24,3564.84573761
2015-02-25,3239.21248871
2015-02-26,3989.95277841
2015-02-27,3764.19128681
2015-02-28,3814.6518585
2015-03-01,3563.3464288
2015-03-02,3513.86995052
2015-03-03,3965.72691221
2015-03-04,3965.59423702
2015-03-05,3514.59550501
2015-03-06,3314.79052555
2015-03-07,3716.34905981
2015-03-08,3513.03189139
2015-03-09,3913.59122266
2015-03-10,3616.05939481
2015-03-11,3814.72518342
2015-03-12,3865.79896189
2015-03-13,3288.41733652
2015-03-14,3663.87455625
2015-03-15,3287.55303518
2015-03-16,3586.81590892
2015-03-17,3490.24183049
2015-03-18,3214.39169527
2015-03-19,3839.75199154
2015-03-20,3466.51314794
2015-03-21,3391.00340687
2015-03-22,3788.72970945
2015-03-23,3563.02401881
2015-03-24,3642.11852338
2015-03-25,4338.64461309
2015-03-26,4065.99877818
2015-03-27,3714.56791258
2015-03-28,4288.81915901
2015-03-29,3712.75612589
2015-03-30,3838.15643078
2015-03-31,3565.03876519
2015-04-01,3766.24634701
2015-04-02,3317.08490971
2015-04-03,4165.38686564
2015-04-04,3665.32740854
2015-04-05,3838.30258188
2015-04-06,3715.10136188
2015-04-07,3165.77134239
2015-04-08,3816.31382022
2015-04-09,3141.03771619
2015-04-10,3343.90110829
2015-04-11,3827.3699549
2015-04-12,3516.77592743
2015-04-13,3214.04098606
2015-04-14,3917.41934865
2015-04-15,3740.8165952
2015-04-16,3065.62505405
2015-04-17,3464.05114033
2015-04-18,3164.45299191
2015-04-19,3663.26933489
2015-04-20,3638.33739209
2015-04-21,3866.98677509
2015-04-22,3840.16383331
2015-04-23,3816.09570263
2015-04-24,3266.01780275
2015-04-25,3115.05387768
2015-04-26,4174.66973292
2015-04-27,3613.5487858
2015-04-28,3440.64242508
2015-04-29,3841.2919516
2015-04-30,3191.90727715
2015-05-01,3366.45477351
2015-05-02,3714.0104506
2015-05-03,3688.68364567
2015-05-04,3537.31324554
2015-05-05,3215.14047929
2015-05-06,3866.41240338
2015-05-07,4040.790563
2015-05-08,3540.86882482
2015-05-09,3766.75898401
2015-05-10,3238.55162161
2015-05-11,3240.35133374
2015-05-12,3967.10272336
2015-05-13,3765.9899937
2015-05-14,4065.77876236
2015-05-15,3864.14628719
2015-05-16,3690.03789239
2015-05-17,3312.94808374
2015-05-18,4288.37057143
2015-05-19,3614.62875523
2015-05-20,3265.94676517
2015-05-21,3639.75428306
2015-05-22,3889.42830737
2015-05-23,3465.45300709
2015-05-24,2812.864588
2015-05-25,3663.1338085
2015-05-26,3540.73534058
2015-05-27,3618.45803195
2015-05-28,3465.82065777
2015-05-29,3316.14230756
2015-05-30,3868.900967
2015-05-31,3416.07205974
2015-06-01,3739.52465888
2015-06-02,3322.07609897
2015-06-03,3768.17588862
2015-06-04,3568.32997293
2015-06-05,3541.42116633
2015-06-06,3465.65542164
2015-06-07,4464.51350348
2015-06-08,3737.75830974
2015-06-09,3942.79781777
2015-06-10,3792.69428829
2015-06-11,4244.88701589
2015-06-12,3392.44361645
2015-06-13,3568.17704851
2015-06-14,3991.83762539
2015-06-15,3716.37535803
2015-06-16,3619.79611018
2015-06-17,2972.16171112
2015-06-18,3971.08865135
2015-06-19,3927.52765807
2015-06-20,3702.58818203
2015-06-21,3364.96865619
2015-06-22,3114.0692922
2015-06-23,3853.21959957
2015-06-24,3518.70392378
2015-06-25,3916.38737487
2015-06-26,3816.48184394
2015-06-27,3868.31451546
2015-06-28,3241.40202958
2015-06-29,3540.63746896
2015-06-30,3518.81245688
2015-07-01,3655.05228117
2015-07-02,3396.10332998
2015-07-03,3874.3983581
2015-07-04,4047.81368471
2015-07-05,3817.68514497
2015-07-06,3570.93118866
2015-07-07,4562.54753069
2015-07-08,3393.04662334
2015-07-09,4074.69961454
2015-07-10,3366.10713393
2015-07-11,3886.54654994
2015-07-12,3739.37431864
2015-07-13,3418.34664663
2015-07-14,3732.49378125
2015-07-15,3629.74710667
2015-07-16,3850.51787682
2015-07-17,3377.56391049
2015-07-18,3698.55741988
2015-07-19,3768.18225529
2015-07-20,3820.51661503
2015-07-21,3939.79127339
2015-07-22,3201.76682519
2015-07-23,3875.90090313
2015-07-24,3526.8106086
2015-07-25,4247.94428294
2015-07-26,3870.301274
2015-07-27,3621.52919486
2015-07-28,3756.29739503
2015-07-29,3428.43173808
2015-07-30,3863.72897732
2015-07-31,3359.19808099
2015-08-01,3812.26994601
2015-08-02,3907.96989629
2015-08-03,3795.18166137
2015-08-04,3953.23981083
2015-08-05,3434.93785564
2015-08-06,3358.15228016
2015-08-07,3612.15519371
2015-08-08,3450.88703749
2015-08-09,4047.21012123
2015-08-10,3568.59471561
2015-08-11,4203.55046237
2015-08-12,4076.26481678
2015-08-13,3175.36168112
2015-08-14,3699.38122569
2015-08-15,3574.18376904
2015-08-16,3445.81668581
2015-08-17,3468.75762756
2015-08-18,3699.83575503
2015-08-19,3550.04079254
2015-08-20,3923.45816539
2015-08-21,3776.01326133
2015-08-22,4148.14761144
2015-08-23,3972.14517164
2015-08-24,3370.53202096
2015-08-25,3901.48478287
2015-08-26,3400.46047194
2015-08-27,4050.40047779
2015-08-28,3448.27977962
2015-08-29,3899.38384743
2015-08-30,4021.69840334
2015-08-31,3769.54268421
2015-09-01,3952.63742887
2015-09-02,3875.4864591
2015-09-03,4054.70748318
2015-09-04,3676.79288901
2015-09-05,3924.76151131
2015-09-06,3703.54016701
2015-09-07,3621.93340881
2015-09-08,3829.30107153
2015-09-09,3426.20899727
2015-09-10,3751.89007499
2015-09-11,4302.24264459
2015-09-12,3988.6276591
2015-09-13,3403.83145844
2015-09-14,3800.13972793
2015-09-15,3831.75645608
2015-09-16,4028.52778572
2015-09-17,3576.2890071
2015-09-18,3626.81662266
2015-09-19,3700.70771363
2015-09-20,3146.51861882
2015-09-21,3221.19348411
2015-09-22,3328.90349476
2015-09-23,3952.59967531
2015-09-24,3975.816131
2015-09-25,3524.58285308
2015-09-26,4126.6257234
2015-09-27,3700.19879318
2015-09-28,3747.10049368
2015-09-29,3600.64816429
2015-09-30,4377.49823592
2015-10-01,3727.02240842
2015-10-02,3754.16873202
2015-10-03,3476.11892037
2015-10-04,3645.97401628
2015-10-05,3844.08742157
2015-10-06,3849.10219221
2015-10-07,3575.79284207
2015-10-08,3350.14738859
2015-10-09,3525.86305109
2015-10-10,3174.06125802
2015-10-11,4024.24235946
2015-10-12,3669.3521063
2015-10-13,3575.7544194
2015-10-14,3449.82907929
2015-10-15,3827.54494556
2015-10-16,4177.99625675
2015-10-17,3628.49210792
2015-10-18,3428.09074794
2015-10-19,3646.6236941
2015-10-20,4153.75394725
2015-10-21,3232.15697697
2015-10-22,3627.18427371
2015-10-23,3730.26301245
2015-10-24,3752.9065202
2015-10-25,3652.6704817
2015-10-26,3899.56308191
2015-10-27,4126.650884
2015-10-28,3703.89169204
2015-10-29,3505.42368241
2015-10-30,3809.18744438
2015-10-31,4306.18795744
2015-11-01,3703.67008753
2015-11-02,3852.49082698
2015-11-03,3858.74488892
2015-11-04,3913.35492067
2015-11-05,3916.75471735
2015-11-06,3683.14480308
2015-11-07,3657.15734453
2015-11-08,3825.7245726
2015-11-09,3498.85039117
2015-11-10,3753.99244973
2015-11-11,3679.05969129
2015-11-12,4228.41490881
2015-11-13,4051.49292426
2015-11-14,4024.98945743
2015-11-15,3574.25147772
2015-11-16,4022.53948037
2015-11-17,4353.09312782
2015-11-18,3751.78833982
2015-11-19,3852.51769523
2015-11-20,3424.77992715
2015-11-21,4201.03491331
2015-11-22,4373.59031018
2015-11-23,4323.29556879
2015-11-24,4101.02096964
2015-11-25,3925.26280978
2015-11-26,3726.68582955
2015-11-27,4427.59627043
2015-11-28,3351.8659445
2015-11-29,3876.22803627
2015-11-30,3747.4307977
2015-12-01,4084.68845393
2015-12-02,4205.99119123
2015-12-03,4057.41641443
2015-12-04,3579.52432902
2015-12-05,3853.34279815
2015-12-06,4406.72659995
2015-12-07,4004.75171787
2015-12-08,3708.26818925
2015-12-09,4408.36264266
2015-12-10,4236.88873691
2015-12-11,5435.94353204
2015-12-12,4043.93303101
2015-12-13,4086.59712714
2015-12-14,3582.8754555
2015-12-15,4915.69807724
2015-12-16,4614.97921498
2015-12-17,4113.00774964
2015-12-18,3911.95949769
2015-12-19,4263.26940527
2015-12-20,3959.46463287
2015-12-21,4159.14139891
2015-12-22,3766.59701822
2015-12-23,3788.66170596
2015-12-24,3964.33991872
2015-12-25,3486.75732053
2015-12-26,4078.64759141
2015-12-27,4306.37274307
2015-12-28,5152.1105578
2015-12-29,3806.4663847
2015-12-30,4006.39411593
2015-12-31,4156.01651793
2016-01-01,3575.09319563
2016-01-02,3394.87269548
2016-01-03,3656.23552519
2016-01-04,3649.47306235
2016-01-05,4555.38263286
2016-01-06,3957.51125761
2016-01-07,3555.82358132
2016-01-08,3711.78648695
2016-01-09,4357.18645653
2016-01-10,3806.13701962
2016-01-11,4402.22692411
2016-01-12,4286.22881672
2016-01-13,4284.68087562
2016-01-14,3735.01876885
2016-01-15,3356.74043995
2016-01-16,3085.51030784
2016-01-17,3584.99543345
2016-01-18,3810.20224107
2016-01-19,4365.80837867
2016-01-20,3364.307912
2016-01-21,3847.06286758
2016-01-22,3474.04456984
2016-01-23,4445.66005697
2016-01-24,4512.93174941
2016-01-25,4315.97288117
2016-01-26,4096.37826504
2016-01-27,4046.66563329
2016-01-28,3924.97546215
2016-01-29,3696.02133321
2016-01-30,4271.84508176
2016-01-31,4714.03216691
2016-02-01,4559.98055402
2016-02-02,4083.04456691
2016-02-03,4556.64509717
2016-02-04,4519.07647373
2016-02-05,4238.38904722
2016-02-06,4742.52702496
2016-02-07,5040.92346481
2016-02-08,4438.74329552
2016-02-09,3742.89627501
2016-02-10,4442.22613213
2016-02-11,4143.85828562
2016-02-12,4844.20853371
2016-02-13,4314.02699643
2016-02-14,3934.98352231
2016-02-15,4185.72122093
2016-02-16,3842.3398497
2016-02-17,3492.42133863
2016-02-18,3918.13280908
2016-02-19,4268.57181868
2016-02-20,3671.21778652
2016-02-21,3791.17643945
2016-02-22,3240.77998358
2016-02-23,3220.52537023
2016-02-24,3449.13987521
2016-02-25,2995.35858378
2016-02-26,3920.97224146
2016-02-27,3542.3985438
2016-02-28,3711.25363538
2016-02-29,3395.83646458
2016-03-01,3380.20455552
2016-03-02,3584.91528125
2016-03-03,4016.22556131
2016-03-04,3432.90901761
2016-03-05,3924.72913921
2016-03-06,3812.42309569
2016-03-07,3738.85968613
2016-03-08,3370.18214143
2016-03-09,3893.82471447
2016-03-10,4253.78147081
2016-03-11,3916.58304543
2016-03-12,4040.76625565
2016-03-13,3634.08642792
2016-03-14,3360.47006372
2016-03-15,3840.70332387
2016-03-16,4068.40119313
2016-03-17,3847.97701115
2016-03-18,3571.07076972
2016-03-19,3442.56526025
2016-03-20,3434.70237857
2016-03-21,3683.24559552
2016-03-22,3516.37308373
2016-03-23,3742.19128667
2016-03-24,3764.0653857
2016-03-25,3713.24056126
2016-03-26,3682.38413521
2016-03-27,3861.93905043
2016-03-28,3555.5288016
2016-03-29,4296.97587948
2016-03-30,3983.62264486
2016-03-31,3720.01741409
2016-04-01,3146.62518613
2016-04-02,3876.92917707
2016-04-03,3526.12153884
2016-04-04,3591.64092422
2016-04-05,4195.12617647
2016-04-06,3923.61906587
2016-04-07,3983.35617955
2016-04-08,3520.14406752
2016-04-09,3642.76267009
2016-04-10,4086.92259575
2016-04-11,4358.17793552
2016-04-12,3876.10609378
2016-04-13,3749.4156405
2016-04-14,4145.95592596
2016-04-15,4145.05664044
2016-04-16,3519.76346627
2016-04-17,3483.76843605
2016-04-18,3984.75683343
2016-04-19,3397.36407224
2016-04-20,3793.65529151
2016-04-21,4167.26624642
2016-04-22,3818.2084951
2016-04-23,3617.38546138
2016-04-24,3632.99990934
2016-04-25,3333.25945698
2016-04-26,3218.89524614
2016-04-27,4112.70235078
2016-04-28,3272.31262725
2016-04-29,3424.2298862
2016-04-30,3999.3812131
2016-05-01,3691.03306028
2016-05-02,3908.49432309
2016-05-03,3970.19369687
2016-05-04,3819.38743368
2016-05-05,4223.13370111
2016-05-06,3919.16538733
2016-05-07,4095.54113068
2016-05-08,3786.48866709
2016-05-09,4234.12390809
2016-05-10,4316.07275193
2016-05-11,3998.11753169
2016-05-12,3371.38080637
2016-05-13,3521.56543684
2016-05-14,3847.59899655
2016-05-15,3647.44097737
2016-05-16,3522.15136167
2016-05-17,3584.2061193
2016-05-18,3584.8475358
2016-05-19,3883.35269695
2016-05-20,3053.35289122
2016-05-21,3779.71750169
2016-05-22,3578.27823866
2016-05-23,4643.55546808
2016-05-24,4556.18462292
2016-05-25,3733.12941525
2016-05-26,3510.30536256
2016-05-27,3431.50669904
2016-05-28,3546.15453316
2016-05-29,3375.7265371
2016-05-30,3725.21466694
2016-05-31,3656.15294408
2016-06-01,3228.15057983
2016-06-02,3630.42689113
2016-06-03,3509.08310469
2016-06-04,3603.52169438
2016-06-05,3021.24292385
2016-06-06,4294.12831393
2016-06-07,4302.51535482
2016-06-08,3553.77897792
2016-06-09,3650.7538861
2016-06-10,4176.99357776
2016-06-11,3652.55933918
2016-06-12,3946.44892034
2016-06-13,3703.53274179
2016-06-14,4088.54944518
2016-06-15,3368.90045457
2016-06-16,3884.2724443
2016-06-17,3807.34877257
2016-06-18,3802.8969392
2016-06-19,4021.41459538
2016-06-20,4486.64084864
2016-06-21,4177.20791854
2016-06-22,3802.79107796
2016-06-23,3304.57478727
2016-06-24,3572.70004065
2016-06-25,3299.11318584
2016-06-26,4111.33397397
2016-06-27,3703.85005374
2016-06-28,3737.46988539
2016-06-29,3758.36070352
2016-06-30,3711.67779929
2016-07-01,3812.29424734
2016-07-02,3933.03769361
2016-07-03,3776.69132201
2016-07-04,3896.63823813
2016-07-05,3830.23999288
2016-07-06,3680.61751297
2016-07-07,3557.1105977
2016-07-08,3480.38359623
2016-07-09,3682.0025473
2016-07-10,3109.13413649
2016-07-11,1988.60302219
2016-07-12,1845.26221562
2016-07-13,1838.39194785
2016-07-14,1666.37501154
2016-07-15,1821.6526241
2016-07-16,1741.10693863
2016-07-17,2014.12298801
2016-07-18,1909.32401983
2016-07-19,1908.65183571
2016-07-20,1662.37818781
2016-07-21,1938.7926704
2016-07-22,1724.26933478
2016-07-23,1679.06315514
2016-07-24,1696.21982933
2016-07-25,1601.43296402
2016-07-26,1706.48852364
2016-07-27,1683.33259559
2016-07-28,1673.38030436
2016-07-29,1772.49530775
2016-07-30,1909.55503648
2016-07-31,1553.99338351
2016-08-01,1998.91628263
2016-08-02,1982.99847499
2016-08-03,2006.87107459
2016-08-04,2150.30233708
2016-08-05,1981.98406238
2016-08-06,2188.15967321
2016-08-07,2134.3883051
2016-08-08,1916.75647584
2016-08-09,1936.24715535
2016-08-10,1623.95891306
2016-08-11,1964.56379989
2016-08-12,1953.76001457
2016-08-13,1933.67349077
2016-08-14,2100.97960571
2016-08-15,2097.66683827
2016-08-16,1895.13477289
2016-08-17,1769.90202278
2016-08-18,1610.49568641
2016-08-19,2001.34788036
2016-08-20,2005.44796572
2016-08-21,2000.62224993
2016-08-22,2088.28330271
2016-08-23,2038.53769993
2016-08-24,1905.32307743
2016-08-25,1965.79823226
2016-08-26,1689.19238926
2016-08-27,1711.98387497
2016-08-28,1855.96076055
2016-08-29,1948.43568546
2016-08-30,1928.25438831
2016-08-31,2116.72918872
2016-09-01,1737.88816001
2016-09-02,1812.30939694
2016-09-03,1970.70656682
2016-09-04,1625.92709648
2016-09-05,2283.22016803
2016-09-06,1815.29053848
2016-09-07,1759.1899393
2016-09-08,1964.2623775
2016-09-09,1859.49423745
2016-09-10,1837.63857264
2016-09-11,1989.26288786
2016-09-12,2097.28289927
2016-09-13,2094.22514613
2016-09-14,2130.53861529
2016-09-15,2011.16989278
2016-09-16,1984.8158129
2016-09-17,1802.8424987
2016-09-18,2094.62927884
2016-09-19,1865.53739151
2016-09-20,1728.97115446
2016-09-21,1955.06944956
2016-09-22,2139.57366981
2016-09-23,1824.83329701
2016-09-24,1762.2713516
2016-09-25,2132.07683674
2016-09-26,2362.52992792
2016-09-27,1973.29743253
2016-09-28,2151.81923453
2016-09-29,1914.59017115
2016-09-30,1855.16640291
2016-10-01,1842.85988507
2016-10-02,2021.67629803
2016-10-03,1817.00092186
2016-10-04,1962.06037086
2016-10-05,2045.62112399
2016-10-06,2160.74128007
2016-10-07,2089.32385583
2016-10-08,1859.92844361
2016-10-09,2178.96114156
2016-10-10,2059.34094755
2016-10-11,1618.20522485
2016-10-12,1817.90844058
2016-10-13,1868.63010644
2016-10-14,1667.43965067
2016-10-15,1767.48149071
2016-10-16,1837.88098827
2016-10-17,1682.9537941
2016-10-18,1634.73685112
2016-10-19,2014.39644671
2016-10-20,1627.99737961
2016-10-21,1762.15780124
2016-10-22,2124.17241366
2016-10-23,1929.41921519
2016-10-24,1869.9077585
2016-10-25,1869.1951546
2016-10-26,1836.84206133
2016-10-27,1849.13252127
2016-10-28,2135.31016628
2016-10-29,1980.16651508
2016-10-30,1935.9305528
2016-10-31,2161.6619478
2016-11-01,1915.22196902
2016-11-02,1879.77415264
2016-11-03,1740.84374743
2016-11-04,2017.41382908
2016-11-05,1533.4801415
2016-11-06,1910.78438487
2016-11-07,1982.74875897
2016-11-08,1917.07064665
2016-11-09,2201.38596904
2016-11-10,1922.02365261
2016-11-11,2180.49200594
2016-11-12,2111.61508568
2016-11-13,2166.6605662
2016-11-14,1836.16502917
2016-11-15,2230.34794764
2016-11-16,2031.46164018
2016-11-17,2217.37885408
2016-11-18,2076.03747769
2016-11-19,1933.31668067
2016-11-20,1847.22944039
2016-11-21,1674.35850494
2016-11-22,1832.83791248
2016-11-23,1775.45217934
2016-11-24,1948.34635114
2016-11-25,2158.74122355
2016-11-26,2039.32286703
2016-11-27,2011.49955154
2016-11-28,1883.58860521
2016-11-29,2158.74537861
2016-11-30,1963.55600226
2016-12-01,1874.07920506
2016-12-02,1930.01822678
2016-12-03,1906.78616862
2016-12-04,2250.31908242
2016-12-05,1942.94770605
2016-12-06,2007.83160338
2016-12-07,1993.33372959
2016-12-08,2281.77376111
2016-12-09,2059.9285788
2016-12-10,1783.2340397
2016-12-11,1735.00944815
2016-12-12,2413.48438847
2016-12-13,2044.10366432
2016-12-14,2323.99948199
2016-12-15,1833.42153351
2016-12-16,1686.76258563
2016-12-17,1761.06319887
2016-12-18,1879.96700617
2016-12-19,1843.92808976
2016-12-20,1992.11403374
2016-12-21,1826.34833517
2016-12-22,2101.68518478
2016-12-23,2094.09231456
2016-12-24,2000.12648353
2016-12-25,1795.26712678
2016-12-26,2124.29166779
2016-12-27,1865.37256656
2016-12-28,2048.2370193
2016-12-29,2154.38369002
2016-12-30,1982.73906746
2016-12-31,2062.32464088
2017-01-01,1930.94974088
2017-01-02,2017.92513298
2017-01-03,2096.61778078
2017-01-04,2172.43748586
2017-01-05,2102.79811364
2017-01-06,1867.01334743
2017-01-07,2138.38923035
2017-01-08,1831.48547443
2017-01-09,2177.62996866
2017-01-10,1804.6465863
2017-01-11,2118.59870754
2017-01-12,2024.99650628
2017-01-13,2252.64748079
2017-01-14,1974.11510006
2017-01-15,2237.8050175
2017-01-16,2167.01264047
2017-01-17,2218.83095297
2017-01-18,2082.57219178
2017-01-19,1983.68879839
2017-01-20,2288.70983146
2017-01-21,2466.26563219
2017-01-22,2355.83811144
2017-01-23,2263.3849574
2017-01-24,1835.88088103
2017-01-25,2006.29272334
2017-01-26,1996.89129027
2017-01-27,2059.43055694
2017-01-28,2240.66584467
2017-01-29,2021.64002043
2017-01-30,2206.40695387
2017-01-31,1938.07003785
2017-02-01,1956.21331271
2017-02-02,2554.48547303
2017-02-03,2107.73827518
2017-02-04,2022.50418284
2017-02-05,1937.89095702
2017-02-06,2125.380496
2017-02-07,1718.92707319
2017-02-08,2056.8679738
2017-02-09,1981.41892507
2017-02-10,2286.18067014
2017-02-11,1978.93543122
2017-02-12,1852.54141069
2017-02-13,1850.89525886
2017-02-14,2175.80696143
2017-02-15,2254.44036618
2017-02-16,1874.84533269
2017-02-17,2054.26693653
2017-02-18,2053.03323909
2017-02-19,2040.68451056
2017-02-20,1803.71278933
2017-02-21,2010.65834914
2017-02-22,1893.59823663
2017-02-23,1906.54989801
2017-02-24,2087.61914133
2017-02-25,2261.11057523
2017-02-26,2276.00328917
2017-02-27,2390.3853259
2017-02-28,1998.13844216
2017-03-01,2136.98649245
2017-03-02,2031.0280994
2017-03-03,2214.8241923
2017-03-04,2146.71257259
2017-03-05,1870.92753563
2017-03-06,2055.13012875
2017-03-07,2013.07486238
2017-03-08,2181.27443203
2017-03-09,2010.92737536
2017-03-10,2086.83000203
2017-03-11,2205.24407545
2017-03-12,2082.0758069
2017-03-13,2125.31212909
2017-03-14,2035.02648661
2017-03-15,2205.67076177
2017-03-16,2013.33205751
2017-03-17,2174.4251935
2017-03-18,2170.93220549
2017-03-19,2179.03088606
2017-03-20,2273.07389728
2017-03-21,1942.84846055
2017-03-22,2024.6540222
2017-03-23,2250.92260226
2017-03-24,2086.80789502
2017-03-25,2431.15356347
2017-03-26,1859.21381866
2017-03-27,2210.49156774
2017-03-28,1851.44296406
2017-03-29,2169.0971125
2017-03-30,1936.94528008
2017-03-31,2256.53208502
2017-04-01,1901.54715101
2017-04-02,1842.37009082
2017-04-03,2151.52411041
2017-04-04,2424.74580389
2017-04-05,1764.05445341
2017-04-06,2260.6278749
2017-04-07,2057.45478067
2017-04-08,2251.7009849
2017-04-09,1884.58671041
2017-04-10,2152.85019046
2017-04-11,2036.81949999
2017-04-12,2313.96525711
2017-04-13,1987.20264052
2017-04-14,1806.27553578
2017-04-15,1968.46614773
2017-04-16,2074.83772464
2017-04-17,1984.57758184
2017-04-18,1907.4158262
2017-04-19,2045.75820778
2017-04-20,1998.02596312
2017-04-21,1953.86099393
2017-04-22,2326.29025395
2017-04-23,1996.397083
2017-04-24,2079.05815932
2017-04-25,1743.86069584
2017-04-26,2120.80162928
2017-04-27,2165.04572383
2017-04-28,2095.32672014
2017-04-29,1949.90282117
2017-04-30,2416.61490357
2017-05-01,2086.38232049
2017-05-02,2106.42234896
2017-05-03,2246.76443069
2017-05-04,1900.39329806
2017-05-05,2403.51807009
2017-05-06,1874.61403968
2017-05-07,2396.34735781
2017-05-08,2365.00366333
2017-05-09,2566.15083434
2017-05-10,2243.65504984
2017-05-11,2150.56706684
2017-05-12,1968.05819201
2017-05-13,2245.07360169
2017-05-14,2276.92024118
2017-05-15,2347.19633471
2017-05-16,2453.67699224
2017-05-17,2005.17622804
2017-05-18,2416.36810846
2017-05-19,2169.37724184
2017-05-20,2488.05673977
2017-05-21,2449.45717951
2017-05-22,2186.92199576
2017-05-23,2237.27806022
2017-05-24,2568.74344683
2017-05-25,2397.68966836
2017-05-26,2537.08149687
2017-05-27,2384.07147239
2017-05-28,2623.55720452
2017-05-29,2485.91855289
2017-05-30,2384.98870322
2017-05-31,2826.9014914
2017-06-01,2622.21567788
2017-06-02,2694.98723557
2017-06-03,2298.75293656
2017-06-04,2941.66108368
2017-06-05,2452.21126554
2017-06-06,2527.57601616
2017-06-07,2399.6365332
2017-06-08,2726.51060492
2017-06-09,2558.13416233
2017-06-10,2339.22101723
2017-06-11,2148.81026038
2017-06-12,2184.10027144
2017-06-13,2249.91589822
2017-06-14,2240.5338011
2017-06-15,2217.26804047
2017-06-16,2328.97924117
2017-06-17,2229.79597328
2017-06-18,2120.86694697
2017-06-19,2091.79707904
2017-06-20,2286.95599429
2017-06-21,2104.75138109
2017-06-22,2212.56427494
2017-06-23,2179.35591903
2017-06-24,2345.59505839
2017-06-25,2120.3034391
2017-06-26,1793.37863845
2017-06-27,2148.79823161
2017-06-28,2003.02831313
2017-06-29,2345.08456138
2017-06-30,1845.33975045
2017-07-01,2279.99509921
2017-07-02,2301.59998671
2017-07-03,2549.44796357
2017-07-04,2404.95614744
2017-07-05,2207.30422793
2017-07-06,2086.92260365
2017-07-07,2025.80461315
2017-07-08,2089.33063903
2017-07-09,2247.40182284
2017-07-10,1880.0654975
2017-07-11,2669.95134057
2017-07-12,2373.69417309
2017-07-13,2434.47124645
2017-07-14,2172.16311756
2017-07-15,1953.36081106
2017-07-16,1963.59264515
2017-07-17,2206.77099493
2017-07-18,2049.59078295
2017-07-19,2285.07471291
2017-07-20,2062.97846232
2017-07-21,2257.78076606
2017-07-22,2171.5548831
2017-07-23,2167.15494403
2017-07-24,2276.02819713
2017-07-25,2394.08530718
2017-07-26,2019.44407008
2017-07-27,2002.79223397
2017-07-28,2091.60404163
2017-07-29,2064.15265087
2017-07-30,2117.45831881
2017-07-31,1982.09398495
2017-08-01,2001.85715158
2017-08-02,1936.5234785
2017-08-03,2033.66908496
2017-08-04,1848.67204671
2017-08-05,2352.45686807
2017-08-06,2321.13575874
2017-08-07,1839.33789028
2017-08-08,2037.99793883
2017-08-09,2207.69924078
2017-08-10,1885.44277788
2017-08-11,1868.84292366
2017-08-12,2030.88781206
2017-08-13,1899.63321405
2017-08-14,2038.91575571
2017-08-15,1880.76971732
2017-08-16,2249.63105309
2017-08-17,1974.75008726
2017-08-18,2597.38664483
2017-08-19,2197.76279063
2017-08-20,2153.09276712
2017-08-21,1843.35452581
2017-08-22,1736.28131709
2017-08-23,1451.34555621
2017-08-24,2526.00033901
2017-08-25,1648.94083165
2017-08-26,1695.50781372
2017-08-27,1727.32820006
2017-08-28,2290.67574815
2017-08-29,1999.32027897
2017-08-30,2319.5927177
2017-08-31,2491.62566596
2017-09-01,2453.6853311
2017-09-02,2544.14548169
2017-09-03,2347.11343183
2017-09-04,2161.08970506
2017-09-05,2512.95712179
2017-09-06,2744.4920593
2017-09-07,2300.4277578
2017-09-08,2455.392391
2017-09-09,2398.03430566
2017-09-10,2257.77126112
2017-09-11,1871.22920654
2017-09-12,2333.43519587
2017-09-13,2497.75320035
2017-09-14,2507.31372666
2017-09-15,2334.51692855
2017-09-16,2422.89642684
2017-09-17,2230.72549621
2017-09-18,2298.14454813
2017-09-19,1761.96163654
2017-09-20,2121.94815239
2017-09-21,1608.64778325
2017-09-22,2334.29331251
2017-09-23,1852.60044297
2017-09-24,2175.02446594
2017-09-25,1901.42115992
2017-09-26,1708.52283885
2017-09-27,1871.50433875
2017-09-28,1986.02968793
