Date,Velocity of Money
2012-02-28,37.1761
2012-02-29,37.1694
2012-03-01,37.0471
2012-03-02,36.8036
2012-03-03,36.8094
2012-03-04,36.8116
2012-03-05,36.8349
2012-03-06,36.8256
2012-03-07,36.8145
2012-03-08,36.8019
2012-03-09,36.8014
2012-03-10,36.7861
2012-03-11,36.7761
2012-03-12,36.7763
2012-03-13,36.787
2012-03-14,36.7899
2012-03-15,36.8206
2012-03-16,36.8298
2012-03-17,36.8359
2012-03-18,36.8345
2012-03-19,36.8286
2012-03-20,36.8362
2012-03-21,36.8377
2012-03-22,36.8394
2012-03-23,36.8789
2012-03-24,36.9128
2012-03-25,36.933
2012-03-26,36.9115
2012-03-27,36.9239
2012-03-28,36.9415
2012-03-29,36.9733
2012-03-30,37.0738
2012-03-31,37.1348
2012-04-01,37.1906
2012-04-02,37.2194
2012-04-03,37.2664
2012-04-04,37.3138
2012-04-05,37.3589
2012-04-06,37.4366
2012-04-07,37.4561
2012-04-08,37.4598
2012-04-09,37.5521
2012-04-10,37.7043
2012-04-11,37.7498
2012-04-12,37.8943
2012-04-13,37.9699
2012-04-14,38.024
2012-04-15,38.0922
2012-04-16,38.1827
2012-04-17,38.1806
2012-04-18,38.2658
2012-04-19,38.052
2012-04-20,37.5525
2012-04-21,37.7977
2012-04-22,37.8931
2012-04-23,37.9394
2012-04-24,37.9923
2012-04-25,38.0324
2012-04-26,38.099
2012-04-27,38.2486
2012-04-28,38.3666
2012-04-29,38.346
2012-04-30,38.3732
2012-05-01,38.4355
2012-05-02,38.5084
2012-05-03,38.5734
2012-05-04,38.6465
2012-05-05,38.7218
2012-05-06,38.786
2012-05-07,38.7952
2012-05-08,38.9571
2012-05-09,39.3334
2012-05-10,39.4921
2012-05-11,39.5866
2012-05-12,39.7142
2012-05-13,39.9917
2012-05-14,39.8963
2012-05-15,40.0887
2012-05-16,40.491
2012-05-17,40.7882
2012-05-18,41.1231
2012-05-19,41.263
2012-05-20,41.3348
2012-05-21,41.4596
2012-05-22,41.7773
2012-05-23,42.1245
2012-05-24,42.2446
2012-05-25,42.2981
2012-05-26,42.5264
2012-05-27,42.9251
2012-05-28,43.0959
2012-05-29,43.2783
2012-05-30,43.5536
2012-05-31,43.7792
2012-06-01,44.2309
2012-06-02,44.4584
2012-06-03,44.5759
2012-06-04,44.6882
2012-06-05,45.117
2012-06-06,45.4477
2012-06-07,45.6219
2012-06-08,46.0426
2012-06-09,46.4991
2012-06-10,46.5063
2012-06-11,46.687
2012-06-12,46.7631
2012-06-13,46.8733
2012-06-14,46.9187
2012-06-15,46.9156
2012-06-16,46.3339
2012-06-17,46.5428
2012-06-18,46.5259
2012-06-19,46.2508
2012-06-20,46.3107
2012-06-21,46.0915
2012-06-22,46.024
2012-06-23,46.0619
2012-06-24,45.8377
2012-06-25,44.8368
2012-06-26,44.5766
2012-06-27,44.5006
2012-06-28,43.9177
2012-06-29,44.0135
2012-06-30,44.0853
2012-07-01,44.0689
2012-07-02,44.0913
2012-07-03,44.124
2012-07-04,44.1013
2012-07-05,44.2584
2012-07-06,44.3768
2012-07-07,44.4409
2012-07-08,44.8045
2012-07-09,44.6341
2012-07-10,44.5669
2012-07-11,44.6528
2012-07-12,44.6264
2012-07-13,44.5893
2012-07-14,44.6155
2012-07-15,44.7657
2012-07-16,44.7464
2012-07-17,44.879
2012-07-18,44.7501
2012-07-19,44.591
2012-07-20,44.6323
2012-07-21,44.6355
2012-07-22,44.687
2012-07-23,44.7679
2012-07-24,44.9039
2012-07-25,44.8984
2012-07-26,44.8377
2012-07-27,44.919
2012-07-28,44.7324
2012-07-29,44.8093
2012-07-30,44.8541
2012-07-31,44.8521
2012-08-01,45.0871
2012-08-02,45.244
2012-08-03,45.3425
2012-08-04,45.417
2012-08-05,45.4777
2012-08-06,45.6098
2012-08-07,45.7483
2012-08-08,45.7827
2012-08-09,45.6885
2012-08-10,45.6681
2012-08-11,45.7571
2012-08-12,45.8475
2012-08-13,45.9293
2012-08-14,46.0469
2012-08-15,46.1402
2012-08-16,46.2396
2012-08-17,46.3892
2012-08-18,46.6016
2012-08-19,46.7336
2012-08-20,47.2842
2012-08-21,48.1999
2012-08-22,48.7229
2012-08-23,49.4071
2012-08-24,50.132
2012-08-25,51.1251
2012-08-26,51.5011
2012-08-27,51.5204
2012-08-28,52.1522
2012-08-29,52.8805
2012-08-30,54.1865
2012-08-31,55.2814
2012-09-01,56.2138
2012-09-02,56.9904
2012-09-03,57.4651
2012-09-04,57.6386
2012-09-05,57.9973
2012-09-06,58.5629
2012-09-07,60.752
2012-09-08,62.4561
2012-09-09,63.1299
2012-09-10,63.4305
2012-09-11,65.3991
2012-09-12,67.144
2012-09-13,68.198
2012-09-14,70.3677
2012-09-15,72.0683
2012-09-16,72.6868
2012-09-17,73.9442
2012-09-18,75.1994
2012-09-19,76.4105
2012-09-20,79.4677
2012-09-21,80.9627
2012-09-22,83.4372
2012-09-23,84.8201
2012-09-24,85.4755
2012-09-25,86.1744
2012-09-26,86.2755
2012-09-27,86.3363
2012-09-28,86.3642
2012-09-29,86.5244
2012-09-30,86.5592
2012-10-01,86.588
2012-10-02,86.6635
2012-10-03,86.7539
2012-10-04,86.7849
2012-10-05,86.8136
2012-10-06,86.9599
2012-10-07,87.0476
2012-10-08,87.1425
2012-10-09,87.2077
2012-10-10,87.2464
2012-10-11,87.2355
2012-10-12,87.2682
2012-10-13,87.4418
2012-10-14,87.6019
2012-10-15,87.6517
2012-10-16,87.6789
2012-10-17,87.7928
2012-10-18,88.0518
2012-10-19,88.2815
2012-10-20,88.4432
2012-10-21,88.5783
2012-10-22,88.6786
2012-10-23,88.7799
2012-10-24,88.9436
2012-10-25,89.0246
2012-10-26,89.0498
2012-10-27,89.0302
2012-10-28,89.0842
2012-10-29,89.0577
2012-10-30,89.0725
2012-10-31,89.3796
2012-11-01,89.6357
2012-11-02,89.7812
2012-11-03,89.7677
2012-11-04,89.8548
2012-11-05,89.9895
2012-11-06,90.1068
2012-11-07,90.2163
2012-11-08,90.2041
2012-11-09,90.1704
2012-11-10,90.1524
2012-11-11,90.1008
2012-11-12,90.0549
2012-11-13,90.0198
2012-11-14,90.0085
2012-11-15,90.0587
2012-11-16,90.0469
2012-11-17,89.9865
2012-11-18,89.7203
2012-11-19,89.4693
2012-11-20,89.3842
2012-11-21,89.266
2012-11-22,88.9893
2012-11-23,88.9248
2012-11-24,88.8147
2012-11-25,88.7569
2012-11-26,88.6207
2012-11-27,88.4928
2012-11-28,88.1829
2012-11-29,87.9275
2012-11-30,87.3374
2012-12-01,87.2214
2012-12-02,86.6869
2012-12-03,86.425
2012-12-04,86.3245
2012-12-05,86.2603
2012-12-06,85.8146
2012-12-07,85.5563
2012-12-08,85.2826
2012-12-09,85.1983
2012-12-10,85.1958
2012-12-11,85.1988
2012-12-12,85.2518
2012-12-13,85.528
2012-12-14,85.8308
2012-12-15,86.0349
2012-12-16,86.1207
2012-12-17,86.2431
2012-12-18,86.3513
2012-12-19,86.4999
2012-12-20,86.5322
2012-12-21,86.5464
2012-12-22,86.632
2012-12-23,86.7035
2012-12-24,86.7351
2012-12-25,86.7765
2012-12-26,86.7422
2012-12-27,86.7092
2012-12-28,86.7301
2012-12-29,86.7461
2012-12-30,86.7853
2012-12-31,86.795
2013-01-01,86.8669
2013-01-02,86.9581
2013-01-03,87.0692
2013-01-04,87.1668
2013-01-05,87.2889
2013-01-06,87.3981
2013-01-07,87.4435
2013-01-08,87.5332
2013-01-09,87.6633
2013-01-10,87.7474
2013-01-11,87.8172
2013-01-12,87.8742
2013-01-13,87.9009
2013-01-14,87.9281
2013-01-15,87.9785
2013-01-16,88.1244
2013-01-17,88.243
2013-01-18,88.3607
2013-01-19,88.4516
2013-01-20,88.5342
2013-01-21,88.5865
2013-01-22,88.6459
2013-01-23,88.7242
2013-01-24,88.8862
2013-01-25,88.9671
2013-01-26,89.0443
2013-01-27,89.1048
2013-01-28,89.186
2013-01-29,89.2868
2013-01-30,89.4507
2013-01-31,89.631
2013-02-01,89.7026
2013-02-02,89.8001
2013-02-03,89.862
2013-02-04,89.9142
2013-02-05,90.0441
2013-02-06,90.1616
2013-02-07,90.2721
2013-02-08,90.3783
2013-02-09,90.5285
2013-02-10,90.6316
2013-02-11,90.6805
2013-02-12,90.7397
2013-02-13,90.7845
2013-02-14,90.737
2013-02-15,90.7157
2013-02-16,90.6534
2013-02-17,90.644
2013-02-18,90.6488
2013-02-19,90.6898
2013-02-20,90.75
2013-02-21,90.7878
2013-02-22,90.7813
2013-02-23,90.821
2013-02-24,90.8493
2013-02-25,90.9422
2013-02-26,91.0408
2013-02-27,91.1161
2013-02-28,91.1839
2013-03-01,91.2585
2013-03-02,91.3196
2013-03-03,91.3668
2013-03-04,91.3735
2013-03-05,91.3778
2013-03-06,91.4867
2013-03-07,91.6412
2013-03-08,91.7208
2013-03-09,91.7502
2013-03-10,91.7524
2013-03-11,91.7913
2013-03-12,91.8125
2013-03-13,91.8618
2013-03-14,91.9221
2013-03-15,91.9355
2013-03-16,92.3537
2013-03-17,92.4753
2013-03-18,92.4725
2013-03-19,92.7442
2013-03-20,92.8465
2013-03-21,92.9238
2013-03-22,93.0244
2013-03-23,93.0269
2013-03-24,93.0413
2013-03-25,93.0178
2013-03-26,93.09
2013-03-27,93.219
2013-03-28,93.3503
2013-03-29,93.4152
2013-03-30,93.396
2013-03-31,93.4387
2013-04-01,93.4644
2013-04-02,93.5015
2013-04-03,93.6299
2013-04-04,93.7377
2013-04-05,93.8448
2013-04-06,93.9012
2013-04-07,93.9392
2013-04-08,93.9655
2013-04-09,93.9613
2013-04-10,93.9728
2013-04-11,94.1155
2013-04-12,94.143
2013-04-13,94.1672
2013-04-14,94.1703
2013-04-15,94.1254
2013-04-16,94.0657
2013-04-17,94.0436
2013-04-18,94.0664
2013-04-19,94.4736
2013-04-20,94.5446
2013-04-21,94.3485
2013-04-22,94.2844
2013-04-23,94.3235
2013-04-24,94.3574
2013-04-25,94.4561
2013-04-26,94.4702
2013-04-27,94.3744
2013-04-28,94.2797
2013-04-29,94.2179
2013-04-30,94.2632
2013-05-01,94.2249
2013-05-02,94.2156
2013-05-03,94.171
2013-05-04,94.1029
2013-05-05,94.012
2013-05-06,93.9272
2013-05-07,93.913
2013-05-08,93.7578
2013-05-09,93.4499
2013-05-10,93.2707
2013-05-11,93.2004
2013-05-12,93.0766
2013-05-13,92.8031
2013-05-14,92.7578
2013-05-15,92.5853
2013-05-16,92.2523
2013-05-17,92.0057
2013-05-18,91.7414
2013-05-19,91.6197
2013-05-20,91.5072
2013-05-21,91.3451
2013-05-22,91.0158
2013-05-23,90.7057
2013-05-24,90.5798
2013-05-25,90.5108
2013-05-26,90.298
2013-05-27,89.9017
2013-05-28,89.7377
2013-05-29,89.5712
2013-05-30,89.3345
2013-05-31,89.12
2013-06-01,88.7269
2013-06-02,88.4802
2013-06-03,88.2982
2013-06-04,88.1626
2013-06-05,87.7491
2013-06-06,87.4004
2013-06-07,87.2129
2013-06-08,86.8006
2013-06-09,86.3302
2013-06-10,86.2364
2013-06-11,85.9324
2013-06-12,85.6963
2013-06-13,85.4747
2013-06-14,85.2889
2013-06-15,84.8879
2013-06-16,84.5849
2013-06-17,84.254
2013-06-18,84.1467
2013-06-19,83.9629
2013-06-20,83.7934
2013-06-21,83.6856
2013-06-22,83.6267
2013-06-23,83.4301
2013-06-24,83.1573
2013-06-25,83.0229
2013-06-26,82.8902
2013-06-27,82.7695
2013-06-28,82.6011
2013-06-29,82.3252
2013-06-30,82.1193
2013-07-01,82.0171
2013-07-02,81.9419
2013-07-03,81.877
2013-07-04,81.7829
2013-07-05,81.6334
2013-07-06,81.5184
2013-07-07,81.4223
2013-07-08,81.0863
2013-07-09,81.0537
2013-07-10,80.9319
2013-07-11,80.8067
2013-07-12,80.7691
2013-07-13,80.7092
2013-07-14,80.5348
2013-07-15,80.3432
2013-07-16,80.2561
2013-07-17,80.1252
2013-07-18,79.9699
2013-07-19,79.8912
2013-07-20,79.824
2013-07-21,79.6862
2013-07-22,79.4885
2013-07-23,79.3847
2013-07-24,79.2638
2013-07-25,79.1626
2013-07-26,79.1255
2013-07-27,78.9543
2013-07-28,78.781
2013-07-29,78.658
2013-07-30,78.5943
2013-07-31,78.5647
2013-08-01,78.3389
2013-08-02,78.2144
2013-08-03,78.1103
2013-08-04,78.0171
2013-08-05,77.9078
2013-08-06,77.7756
2013-08-07,77.6362
2013-08-08,77.5069
2013-08-09,77.3807
2013-08-10,77.2887
2013-08-11,77.1491
2013-08-12,77.0116
2013-08-13,76.9132
2013-08-14,76.836
2013-08-15,76.7826
2013-08-16,76.6789
2013-08-17,76.5602
2013-08-18,76.3728
2013-08-19,76.2208
2013-08-20,75.7672
2013-08-21,74.9924
2013-08-22,74.5736
2013-08-23,73.9599
2013-08-24,73.3064
2013-08-25,72.4243
2013-08-26,72.0766
2013-08-27,71.8226
2013-08-28,71.2931
2013-08-29,70.6655
2013-08-30,69.7009
2013-08-31,68.757
2013-09-01,67.9498
2013-09-02,67.2704
2013-09-03,66.8513
2013-09-04,66.5665
2013-09-05,66.0814
2013-09-06,65.3335
2013-09-07,63.4282
2013-09-08,61.9373
2013-09-09,61.3054
2013-09-10,61.0469
2013-09-11,59.2772
2013-09-12,57.7487
2013-09-13,56.8145
2013-09-14,54.9382
2013-09-15,53.442
2013-09-16,52.8265
2013-09-17,51.7199
2013-09-18,50.6088
2013-09-19,49.5455
2013-09-20,46.9195
2013-09-21,45.6014
2013-09-22,43.4295
2013-09-23,42.1893
2013-09-24,41.6208
2013-09-25,41.0056
2013-09-26,40.8985
2013-09-27,40.8059
2013-09-28,40.736
2013-09-29,40.5437
2013-09-30,40.4597
2013-10-01,40.3975
2013-10-02,40.3335
2013-10-03,40.2516
2013-10-04,40.2051
2013-10-05,40.1492
2013-10-06,39.9475
2013-10-07,39.8034
2013-10-08,39.6991
2013-10-09,39.5973
2013-10-10,39.5482
2013-10-11,39.5226
2013-10-12,39.4692
2013-10-13,39.2818
2013-10-14,39.1004
2013-10-15,39.0427
2013-10-16,38.9936
2013-10-17,38.8636
2013-10-18,38.6205
2013-10-19,38.4004
2013-10-20,38.2535
2013-10-21,38.0748
2013-10-22,37.9491
2013-10-23,37.8399
2013-10-24,37.6949
2013-10-25,37.6029
2013-10-26,37.7032
2013-10-27,37.655
2013-10-28,37.5438
2013-10-29,37.5066
2013-10-30,37.5489
2013-10-31,37.2395
2013-11-01,36.9617
2013-11-02,36.7849
2013-11-03,36.7547
2013-11-04,36.6257
2013-11-05,36.495
2013-11-06,36.3948
2013-11-07,36.2917
2013-11-08,36.2383
2013-11-09,36.2086
2013-11-10,36.2
2013-11-11,36.2171
2013-11-12,36.2306
2013-11-13,36.267
2013-11-14,36.2901
2013-11-15,36.2435
2013-11-16,36.2363
2013-11-17,36.0248
2013-11-18,35.9059
2013-11-19,35.9084
2013-11-20,35.9645
2013-11-21,35.9565
2013-11-22,36.0594
2013-11-23,36.1163
2013-11-24,36.1341
2013-11-25,36.1551
2013-11-26,36.195
2013-11-27,36.4363
2013-11-28,36.5694
2013-11-29,36.6827
2013-11-30,36.7848
2013-12-01,36.8612
2013-12-02,36.9179
2013-12-03,36.9394
2013-12-04,36.8743
2013-12-05,36.7704
2013-12-06,36.6404
2013-12-07,36.4564
2013-12-08,36.4689
2013-12-09,36.4735
2013-12-10,36.4456
2013-12-11,36.4059
2013-12-12,36.3532
2013-12-13,36.123
2013-12-14,35.8629
2013-12-15,35.6648
2013-12-16,35.5542
2013-12-17,35.5606
2013-12-18,35.5271
2013-12-19,35.4865
2013-12-20,35.4841
2013-12-21,35.4735
2013-12-22,35.4064
2013-12-23,35.3602
2013-12-24,35.3316
2013-12-25,35.3169
2013-12-26,35.3167
2013-12-27,35.3021
2013-12-28,35.2724
2013-12-29,35.2231
2013-12-30,35.198
2013-12-31,35.1915
2014-01-01,35.101
2014-01-02,34.9998
2014-01-03,34.9056
2014-01-04,34.8169
2014-01-05,34.6721
2014-01-06,34.5645
2014-01-07,34.5416
2014-01-08,34.4686
2014-01-09,34.3448
2014-01-10,34.2519
2014-01-11,34.1662
2014-01-12,34.084
2014-01-13,34.0277
2014-01-14,33.9849
2014-01-15,33.939
2014-01-16,33.7931
2014-01-17,33.6644
2014-01-18,33.5379
2014-01-19,33.4217
2014-01-20,33.328
2014-01-21,33.2848
2014-01-22,33.2259
2014-01-23,33.1357
2014-01-24,32.9701
2014-01-25,32.886
2014-01-26,32.7871
2014-01-27,32.7004
2014-01-28,32.644
2014-01-29,32.5433
2014-01-30,32.3756
2014-01-31,32.1943
2014-02-01,32.0821
2014-02-02,31.9674
2014-02-03,31.8808
2014-02-04,31.8009
2014-02-05,31.6826
2014-02-06,31.5826
2014-02-07,31.4716
2014-02-08,31.3888
2014-02-09,31.2417
2014-02-10,31.1306
2014-02-11,31.0767
2014-02-12,31.0163
2014-02-13,30.9485
2014-02-14,30.8954
2014-02-15,30.8173
2014-02-16,30.7853
2014-02-17,30.7193
2014-02-18,30.6558
2014-02-19,30.5894
2014-02-20,30.4979
2014-02-21,30.4325
2014-02-22,30.3737
2014-02-23,30.2729
2014-02-24,30.197
2014-02-25,30.1066
2014-02-26,30.0333
2014-02-27,29.952
2014-02-28,29.8641
2014-03-01,29.779
2014-03-02,29.7012
2014-03-03,29.6223
2014-03-04,29.628
2014-03-05,29.6166
2014-03-06,29.5123
2014-03-07,29.3594
2014-03-08,29.4202
2014-03-09,29.4422
2014-03-10,29.4238
2014-03-11,29.4389
2014-03-12,29.4266
2014-03-13,29.3812
2014-03-14,29.314
2014-03-15,29.2583
2014-03-16,28.8636
2014-03-17,28.707
2014-03-18,28.6662
2014-03-19,28.5723
2014-03-20,28.4906
2014-03-21,28.3914
2014-03-22,28.2581
2014-03-23,28.1679
2014-03-24,28.0684
2014-03-25,28.0311
2014-03-26,27.9443
2014-03-27,27.793
2014-03-28,27.6641
2014-03-29,27.5741
2014-03-30,27.482
2014-03-31,27.3762
2014-04-01,27.3024
2014-04-02,27.2303
2014-04-03,27.0771
2014-04-04,26.9377
2014-04-05,26.7977
2014-04-06,26.6894
2014-04-07,26.6105
2014-04-08,26.5542
2014-04-09,26.4608
2014-04-10,26.323
2014-04-11,26.1622
2014-04-12,26.0271
2014-04-13,25.9114
2014-04-14,25.8329
2014-04-15,25.8038
2014-04-16,25.7668
2014-04-17,25.6829
2014-04-18,25.5986
2014-04-19,25.1881
2014-04-20,25.0749
2014-04-21,25.0137
2014-04-22,24.9843
2014-04-23,24.9171
2014-04-24,24.8358
2014-04-25,24.6898
2014-04-26,24.6006
2014-04-27,24.5236
2014-04-28,24.4801
2014-04-29,24.4698
2014-04-30,24.3561
2014-05-01,24.3108
2014-05-02,24.2307
2014-05-03,24.2063
2014-05-04,24.1803
2014-05-05,24.1687
2014-05-06,24.1601
2014-05-07,24.1374
2014-05-08,24.1198
2014-05-09,24.1542
2014-05-10,24.1878
2014-05-11,24.161
2014-05-12,24.1354
2014-05-13,24.1273
2014-05-14,24.0843
2014-05-15,24.0732
2014-05-16,24.0722
2014-05-17,24.0568
2014-05-18,24.0187
2014-05-19,23.9759
2014-05-20,23.9762
2014-05-21,24.0428
2014-05-22,24.039
2014-05-23,24.0339
2014-05-24,24.0695
2014-05-25,24.0752
2014-05-26,24.0742
2014-05-27,24.0951
2014-05-28,24.1108
2014-05-29,24.1151
2014-05-30,24.0981
2014-05-31,24.115
2014-06-01,24.1008
2014-06-02,24.1135
2014-06-03,24.1463
2014-06-04,24.1434
2014-06-05,24.1684
2014-06-06,24.1809
2014-06-07,24.1955
2014-06-08,24.1849
2014-06-09,24.205
2014-06-10,24.175
2014-06-11,24.1773
2014-06-12,24.1655
2014-06-13,24.1999
2014-06-14,24.2007
2014-06-15,24.1739
2014-06-16,24.1696
2014-06-17,24.175
2014-06-18,24.1594
2014-06-19,24.145
2014-06-20,24.1481
2014-06-21,24.1234
2014-06-22,24.0979
2014-06-23,24.0972
2014-06-24,24.1132
2014-06-25,24.1219
2014-06-26,24.0976
2014-06-27,24.0798
2014-06-28,24.0653
2014-06-29,24.0304
2014-06-30,24.0121
2014-07-01,24.0282
2014-07-02,24.0239
2014-07-03,24.032
2014-07-04,24.008
2014-07-05,23.9652
2014-07-06,23.9078
2014-07-07,23.8764
2014-07-08,23.856
2014-07-09,23.8134
2014-07-10,23.7538
2014-07-11,23.6996
2014-07-12,23.6453
2014-07-13,23.5941
2014-07-14,23.5565
2014-07-15,23.5484
2014-07-16,23.5307
2014-07-17,23.4929
2014-07-18,23.4402
2014-07-19,23.3946
2014-07-20,23.3479
2014-07-21,23.3263
2014-07-22,23.3148
2014-07-23,23.2688
2014-07-24,23.2164
2014-07-25,23.182
2014-07-26,23.1498
2014-07-27,23.1076
2014-07-28,23.0864
2014-07-29,23.0675
2014-07-30,23.0449
2014-07-31,22.9895
2014-08-01,22.9491
2014-08-02,22.8918
2014-08-03,22.8439
2014-08-04,22.8199
2014-08-05,22.8055
2014-08-06,22.7852
2014-08-07,22.7542
2014-08-08,22.7173
2014-08-09,22.6823
2014-08-10,22.6538
2014-08-11,22.6364
2014-08-12,22.6369
2014-08-13,22.6226
2014-08-14,22.5675
2014-08-15,22.5182
2014-08-16,22.5068
2014-08-17,22.4679
2014-08-18,22.4249
2014-08-19,22.4315
2014-08-20,22.388
2014-08-21,22.3501
2014-08-22,22.3019
2014-08-23,22.4763
2014-08-24,22.4592
2014-08-25,22.4422
2014-08-26,22.4689
2014-08-27,22.5418
2014-08-28,22.5749
2014-08-29,22.5606
2014-08-30,22.4009
2014-08-31,22.375
2014-09-01,22.3425
2014-09-02,22.3266
2014-09-03,22.3
2014-09-04,22.2594
2014-09-05,22.2193
2014-09-06,22.1859
2014-09-07,22.1433
2014-09-08,22.1209
2014-09-09,22.1237
2014-09-10,22.078
2014-09-11,22.06
2014-09-12,22.0245
2014-09-13,21.9972
2014-09-14,21.9657
2014-09-15,21.9453
2014-09-16,21.943
2014-09-17,21.9191
2014-09-18,21.8975
2014-09-19,21.884
2014-09-20,21.8674
2014-09-21,21.8632
2014-09-22,21.8816
2014-09-23,21.8781
2014-09-24,21.8586
2014-09-25,21.8469
2014-09-26,21.8274
2014-09-27,21.8096
2014-09-28,21.7908
2014-09-29,21.7815
2014-09-30,21.7882
2014-10-01,21.7688
2014-10-02,21.7339
2014-10-03,21.6849
2014-10-04,21.6633
2014-10-05,21.647
2014-10-06,21.6765
2014-10-07,21.7241
2014-10-08,21.7274
2014-10-09,21.737
2014-10-10,21.7351
2014-10-11,21.7464
2014-10-12,21.7241
2014-10-13,21.7018
2014-10-14,21.7005
2014-10-15,21.6943
2014-10-16,21.7063
2014-10-17,21.7045
2014-10-18,21.7002
2014-10-19,21.6706
2014-10-20,21.6229
2014-10-21,21.6281
2014-10-22,21.5861
2014-10-23,21.5538
2014-10-24,21.5475
2014-10-25,21.5252
2014-10-26,21.3693
2014-10-27,21.3794
2014-10-28,21.4153
2014-10-29,21.4252
2014-10-30,21.3523
2014-10-31,21.3441
2014-11-01,21.3832
2014-11-02,21.3866
2014-11-03,21.3682
2014-11-04,21.398
2014-11-05,21.404
2014-11-06,21.3861
2014-11-07,21.3687
2014-11-08,21.3323
2014-11-09,21.2899
2014-11-10,21.2592
2014-11-11,21.2658
2014-11-12,21.2557
2014-11-13,21.2561
2014-11-14,21.2722
2014-11-15,21.2526
2014-11-16,21.1133
2014-11-17,21.0542
2014-11-18,21.0241
2014-11-19,20.9205
2014-11-20,20.8307
2014-11-21,20.7765
2014-11-22,20.7021
2014-11-23,20.5797
2014-11-24,20.5087
2014-11-25,20.4518
2014-11-26,20.4084
2014-11-27,20.1712
2014-11-28,20.0046
2014-11-29,19.8461
2014-11-30,19.7224
2014-12-01,19.6548
2014-12-02,19.6364
2014-12-03,19.6258
2014-12-04,19.624
2014-12-05,19.5938
2014-12-06,19.5611
2014-12-07,19.5162
2014-12-08,19.4016
2014-12-09,19.4278
2014-12-10,19.4186
2014-12-11,19.4481
2014-12-12,19.4213
2014-12-13,19.4212
2014-12-14,19.3994
2014-12-15,19.3958
2014-12-16,19.4222
2014-12-17,19.3343
2014-12-18,19.2983
2014-12-19,19.2311
2014-12-20,19.1911
2014-12-21,19.1676
2014-12-22,19.1644
2014-12-23,19.164
2014-12-24,19.2009
2014-12-25,19.1772
2014-12-26,19.1801
2014-12-27,19.1818
2014-12-28,19.1781
2014-12-29,19.1807
2014-12-30,19.1722
2014-12-31,19.1865
2015-01-01,19.2134
2015-01-02,19.2044
2015-01-03,19.1989
2015-01-04,19.1947
2015-01-05,19.2191
2015-01-06,19.2301
2015-01-07,19.2385
2015-01-08,19.2584
2015-01-09,19.2988
2015-01-10,19.342
2015-01-11,19.3668
2015-01-12,19.4196
2015-01-13,19.4605
2015-01-14,19.5457
2015-01-15,19.6655
2015-01-16,19.8004
2015-01-17,19.895
2015-01-18,19.938
2015-01-19,19.9786
2015-01-20,20.0057
2015-01-21,20.0489
2015-01-22,20.0997
2015-01-23,20.1477
2015-01-24,20.182
2015-01-25,20.2073
2015-01-26,20.2387
2015-01-27,20.3596
2015-01-28,20.3704
2015-01-29,20.3873
2015-01-30,20.4181
2015-01-31,20.4389
2015-02-01,20.4615
2015-02-02,20.4751
2015-02-03,20.5092
2015-02-04,20.5621
2015-02-05,20.5857
2015-02-06,20.6082
2015-02-07,20.6257
2015-02-08,20.6012
2015-02-09,20.6028
2015-02-10,20.6246
2015-02-11,20.6213
2015-02-12,20.6295
2015-02-13,20.6349
2015-02-14,20.6564
2015-02-15,20.6516
2015-02-16,20.6282
2015-02-17,20.6292
2015-02-18,20.6458
2015-02-19,20.6645
2015-02-20,20.6751
2015-02-21,20.687
2015-02-22,20.6887
2015-02-23,20.6885
2015-02-24,20.7163
2015-02-25,20.7061
2015-02-26,20.6812
2015-02-27,20.7101
2015-02-28,20.7694
2015-03-01,20.7655
2015-03-02,20.797
2015-03-03,20.8891
2015-03-04,20.8834
2015-03-05,20.8714
2015-03-06,20.8929
2015-03-07,20.9021
2015-03-08,20.8021
2015-03-09,20.8428
2015-03-10,20.8549
2015-03-11,20.8178
2015-03-12,20.8058
2015-03-13,20.8003
2015-03-14,20.8059
2015-03-15,20.8163
2015-03-16,20.8098
2015-03-17,20.8451
2015-03-18,20.857
2015-03-19,20.7693
2015-03-20,20.7654
2015-03-21,20.7685
2015-03-22,20.7693
2015-03-23,20.7697
2015-03-24,20.8021
2015-03-25,20.8177
2015-03-26,20.849
2015-03-27,20.8785
2015-03-28,20.8839
2015-03-29,20.8676
2015-03-30,20.874
2015-03-31,20.8866
2015-04-01,20.8877
2015-04-02,20.9115
2015-04-03,20.9075
2015-04-04,20.8999
2015-04-05,20.8777
2015-04-06,20.8544
2015-04-07,20.87
2015-04-08,20.8898
2015-04-09,20.9174
2015-04-10,20.9329
2015-04-11,20.9369
2015-04-12,20.9228
2015-04-13,20.924
2015-04-14,20.9572
2015-04-15,20.9766
2015-04-16,20.9809
2015-04-17,21.0023
2015-04-18,21.0192
2015-04-19,21.0144
2015-04-20,21.0532
2015-04-21,21.1076
2015-04-22,21.1391
2015-04-23,21.1636
2015-04-24,21.1935
2015-04-25,21.2448
2015-04-26,21.2668
2015-04-27,21.3183
2015-04-28,21.384
2015-04-29,21.4313
2015-04-30,21.4771
2015-05-01,21.5209
2015-05-02,21.5734
2015-05-03,21.5763
2015-05-04,21.5893
2015-05-05,21.6417
2015-05-06,21.6796
2015-05-07,21.7088
2015-05-08,21.7345
2015-05-09,21.7093
2015-05-10,21.6816
2015-05-11,21.6965
2015-05-12,21.7409
2015-05-13,21.7707
2015-05-14,21.7973
2015-05-15,21.8138
2015-05-16,21.8156
2015-05-17,21.8187
